code,parent_code,name,level,description,indication,smiles,drugbank_id
R03AL04,R03AL,indacaterol and glycopyrronium bromide,5.0,"Glycopyrronium (as the bromide salt glycopyrrolate) is a synthetic anticholinergic agent with a quaternary ammonium structure. A muscarinic competitive antagonist used as an antispasmodic, in some disorders of the gastrointestinal tract, and to reduce salivation with some anesthetics. In October 2015, glycopyrrolate was approved by the FDA for use as a standalone treatment for Chronic obstructive pulmonary disease (COPD), as Seebri Neohaler.","For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986
R03AL04,R03AL,indacaterol and glycopyrronium bromide,5.0,"Indacaterol is a novel, ultra-long-acting, rapid onset β(2)-adrenoceptor agonist developed for Novartis for the once-daily management of asthma and chronic obstructive pulmonary disease. It was approved by the European Medicines Agency (EMA) on 30 November 2009 and by the FDA on 1 July 2011. It is marketed in Europe as Onbrez and in America as Arcapta Neohaler. Indacaterol is provided as its maleate salt form. Indacaterol is also a chiral molecule but only the pure R-enantiomer is dispensed.","For the long term, once-daily-dosing maintenance of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.
",CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,DB05039
R03AL05,R03AL,formoterol and aclidinium bromide,5.0,"Formoterol is an inhaled beta<sub>2</sub>-agonist used in the management of COPD and asthma that was first approved for use in the United States in 2001.[L10986] It acts on bronchial smooth muscle to dilate and relax airways, and is administered as a racemic mixture of its active (R;R)- and inactive (S;S)-enantiomers.[A189528] A major clinical advantage of formoterol over other inhaled beta-agonists is its rapid onset of action (2-3 minutes), which is at least as fast as [salbutamol], combined with a long duration of action (12 hours) - for this reason, treatment guidelines for asthma recommend its use as both a reliever and maintenance medication.[L11256] It is available as a single-entity product[L10986,L11223] and in several formulations in combination with both inhaled corticosteroids[L10995,L10619] and long-acting muscarinic antagonists.[L10992,L10989]","Formoterol is indicated in various formulations for the treatment of asthma and COPD. For the treatment of COPD, formoterol is available as a single-entity inhalation solution,[L10986] in combination with the long-acting muscarinic antagonists (LAMAs) [aclidinium][L10992] and [glycopyrronium],[L10989] and in combination with the corticosteroid [budesonide].[L10619] For the treatment of asthma, formoterol is available in combination with [mometasone furoate] for patients 5 years and older[L10995] and with budesonide for patients 6 years and older.[L10619] Formoterol may also be used on an as-needed basis for prophylaxis against exercise-induced bronchospasm.[L10998]",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,DB00983
R03AL05,R03AL,formoterol and aclidinium bromide,5.0,"Aclidinium is an anticholinergic for the long-term management of chronic obstructive pulmonary disease (COPD). It has a much higher propensity to bind to muscarinic receptors than nicotinic receptors. FDA approved on July 24, 2012.","Aclidinium bromide inhalation powder is indicated for the long-term, maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema.",OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,DB08897
R03AL06,R03AL,olodaterol and tiotropium bromide,5.0,"Tiotropium is a long-acting, antimuscarinic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma.[A180163,L7084,L7087,L7090,L7093] Tiotropium acts mainly on M3 muscarinic receptors located in the airways to produce smooth muscle relaxation and bronchodilation.[A180163,L7084,L7087,L7090,L7093]

Tiotropium is more specific for the subset of muscarinic receptors commonly found in the lungs than [ipratropium].[A180163]

Tiotropium was granted FDA approval on 30 January 2004.[L7084]","Tiotropium powder for inhalation is indicated for the maintenance of bronchospasm in COPD and to prevent exacerbations of COPD.[L7084] A combination tiotropium and [olodaterol] metered inhalation spray is indicated for maintenance of COPD.[L7087] A tiotropium inhalation spray is indicated for the maintenance of bronchospasm in COPD, to prevent exacerbations of COPD, and to treat asthma in patients 12 or more years old.[L7090] A tiotropium metered inhalation spray is indicated for the maintenance of bronchospasm in COPD, to prevent exacerbations of COPD, and to treat asthma in patients 6 or more years old.[L7093]",[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,DB01409
R03AL06,R03AL,olodaterol and tiotropium bromide,5.0,"Olodaterol is a novel, long-acting beta2-adrenergic agonist (LABA) that exerts its pharmacological effect by binding and activating beta2-adrenergic receptors located primarily in the lungs. Beta2-adrenergic receptors are membrane-bound receptors that are normally activated by endogenous epinephrine whose signalling, via a downstream L-type calcium channel interaction, mediates smooth muscle relaxation and bronchodilation. Activation of the receptor stimulates an associated G protein which then activates adenylate cyclase, catalyzing the formation of cyclic adenosine monophosphate (cAMP) and protein kinase A (PKA). Elevation of these two molecules induces bronchodilation by relaxation of airway smooth muscles. It is by this mechanism that olodaterol is used for the treatment of chronic obstructive pulmonary disease (COPD) and the progressive airflow obstruction that is characteristic of it. Treatment with bronchodilators helps to mitigate associated symptoms such as shortness of breath, cough, and sputum production. Single doses of olodaterol have been shown to improve forced expiratory volume in 1 sec (FEV1) for 24 h in patients with COPD, allowing once daily dosing. A once-a-day treatment with a LABA has several advantages over short-acting bronchodilators and twice-daily LABAs including improved convenience and compliance and improved airflow over a 24-hour period. Despite similarities in symptoms, olodaterol is not indicated for the treatment of acute exacerbations of COPD or for the treatment of asthma.","Olodaterol is indicated for use in chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema. It is not indicated for the treatment of acute exacerbations of COPD or for the treatment of asthma.",COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1,DB09080
R03AL07,R03AL,formoterol and glycopyrronium bromide,5.0,"Formoterol is an inhaled beta<sub>2</sub>-agonist used in the management of COPD and asthma that was first approved for use in the United States in 2001.[L10986] It acts on bronchial smooth muscle to dilate and relax airways, and is administered as a racemic mixture of its active (R;R)- and inactive (S;S)-enantiomers.[A189528] A major clinical advantage of formoterol over other inhaled beta-agonists is its rapid onset of action (2-3 minutes), which is at least as fast as [salbutamol], combined with a long duration of action (12 hours) - for this reason, treatment guidelines for asthma recommend its use as both a reliever and maintenance medication.[L11256] It is available as a single-entity product[L10986,L11223] and in several formulations in combination with both inhaled corticosteroids[L10995,L10619] and long-acting muscarinic antagonists.[L10992,L10989]","Formoterol is indicated in various formulations for the treatment of asthma and COPD. For the treatment of COPD, formoterol is available as a single-entity inhalation solution,[L10986] in combination with the long-acting muscarinic antagonists (LAMAs) [aclidinium][L10992] and [glycopyrronium],[L10989] and in combination with the corticosteroid [budesonide].[L10619] For the treatment of asthma, formoterol is available in combination with [mometasone furoate] for patients 5 years and older[L10995] and with budesonide for patients 6 years and older.[L10619] Formoterol may also be used on an as-needed basis for prophylaxis against exercise-induced bronchospasm.[L10998]",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,DB00983
R03AL07,R03AL,formoterol and glycopyrronium bromide,5.0,"Glycopyrronium (as the bromide salt glycopyrrolate) is a synthetic anticholinergic agent with a quaternary ammonium structure. A muscarinic competitive antagonist used as an antispasmodic, in some disorders of the gastrointestinal tract, and to reduce salivation with some anesthetics. In October 2015, glycopyrrolate was approved by the FDA for use as a standalone treatment for Chronic obstructive pulmonary disease (COPD), as Seebri Neohaler.","For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986
R03AL08,R03AL,"vilanterol, umeclidinium bromide and fluticasone furoate",5.0,Fluticasone furoate is a synthetic glucocorticoid available as an inhaler and nasal spray for various inflammatory indications[FDA Label][F4364]. Fluticasone furoate was first approved in 2007[L5965].,Fluticasone furoate is indicated as an inhaler for the treatment and management of asthma by prophylaxis[FDA Label][F4364]. The fluticasone furoate nasal spray is indicated for treating season and perennial allergic rhinitis[FDA Label][A177130].,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,DB08906
R03AL08,R03AL,"vilanterol, umeclidinium bromide and fluticasone furoate",5.0,"Umeclidinium is a long-acting muscarinic antagonist (LAMA) used as maintenance treatment for symptoms of chronic obstructive pulmonary disease (COPD). It is available as a once-daily inhalation monotherapy or as a fixed-dose combination product with the long-acting beta2-agonist vilanterol. COPD is a progressive obstructive lung disease characterized by shortness of breath, cough, sputum production, and chronically poor airflow with a forced expiratory volume in 1 second (FEV1) of less than 80%. By blocking the M3 muscarinic receptor which is highly expressed in airway smooth muscle of the lungs, umeclidinium inhibits the binding of acetylcholine and thereby opens up the airways by preventing bronchoconstriction. Its use has been shown to provide clinically significant, sustained improvements in lung function.","Indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).",OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,DB09076
R03AL08,R03AL,"vilanterol, umeclidinium bromide and fluticasone furoate",5.0,"Vilanterol is a selective long-acting beta2-adrenergic agonist (LABA) with inherent 24-hour activity for once daily treatment of COPD and asthma. Its pharmacological effect is attributable to stimulation of intracellular adenylyl cyclase which catalyzes the conversion of adenosine triphosphate (ATP) to cyclic-3',5'-adenosine monophosphate (cAMP). Increases in cyclic AMP are associated with relaxation of bronchial smooth muscle and inhibition of release of hypersensitivity mediators from mast cells in the lungs. 

Vilanterol is approved for use in several combination products such as with fluticasone furoate under the tradename Breo Ellipta and in combination with umeclidinium bromide as Anoro Ellipta. Approved by the FDA in 2013, use of Breo Ellipta is indicated for the long-term, once-daily maintenance treatment of airflow obstruction in patients with COPD, including chronic bronchitis and emphysema. It is also indicated for once-daily maintenance treatment of asthma in patients aged 18 or older with reversible obstructive airways disease.","Vilanterol is approved for use in several combination products such as with fluticasone furoate under the tradename Breo Ellipta and in combination with umeclidinium bromide as Anoro Ellipta. Approved by the FDA in 2013, use of Breo Ellipta is indicated for the long-term, once-daily maintenance treatment of airflow obstruction in patients with COPD, including chronic bronchitis and emphysema. It is also indicated for once-daily maintenance treatment of asthma in patients aged 18 or older with reversible obstructive airways disease.",OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,DB09082
R03AL09,R03AL,"formoterol, glycopyrronium bromide and beclometasone",5.0,"Beclomethasone dipropionate is a second-generation synthetic corticosteroid agent [A179842] and a diester of beclomethasone, which is structurally similar to [dexamethasone].[L6871] It is a prodrug of an active metabolite beclomethasone 17-monopropionate (17-BMP)[A179839] which acts on the glucocorticoid receptor to mediates its therapeutic action. Beclomethasone dipropionate itself posesses weak glucocorticoid receptor binding affinity and is rapidly converted into 17-BMP upon administration.[A179839] Formulations for oral inhalation, intranasal, and topical use are available for beclomethasone dipropionate. Beclomethasone dipropionate became first available in a pressurized metered-dose inhaler in 1972 and later in a dry powder inhaler and an aqueous nasal spray.[A179839] Due to its anti-inflammatory, antipruritic, and anti-allergy properties, beclomethasone dipropionate is used in various inflammatory conditions, such as asthma, allergic rhinitis, and dermatoses to reduce symptoms. When inhaled, it is proposed that beclomethasone dipropionate remains active locally in the lung without causing significant side effects associated with systemic corticosteroids.[A180010] Compared to earlier corticosteroids such as [dexamethasone] and [prednisolone], beclomethasone dipropionate is reported to be less irritating to the nasal mucosa with a longer duration of action when administered intranasally.[A179848]","Indicated for oral inhalation use in the maintenance treatment of asthma as prophylactic therapy in patients 5 years of age and older. The aerosol form of beclomethasone diproprionate is not indicated for the relief of acute bronchospasm.[L6871]

Indicated for intranasal use to relieve the symptoms of seasonal or perennial allergic and nonallergic (vasomotor) rhinitis and prevent the recurrence of nasal polyps following surgical removal.[L6880]

Indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 13 years of age and older.[L10782] Corticosteroid-responsive dermatoses include psoriasis, contact dermatitis (dermatitis venenata), atopic dermatitis (infantile eczema, allergic dermatitis), neurodermatitis (lichen simplex chronicus, lichen planus, eczema, eczematous dermatitis), intertrigo, dyshidroses (pompholyx), seborrheic dermatitis, exfoliative dermatitis, solar dermatitis, stasis dermatitis, and anogenital and senile pruritus.[L6886]",[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00394
R03AL09,R03AL,"formoterol, glycopyrronium bromide and beclometasone",5.0,"Formoterol is an inhaled beta<sub>2</sub>-agonist used in the management of COPD and asthma that was first approved for use in the United States in 2001.[L10986] It acts on bronchial smooth muscle to dilate and relax airways, and is administered as a racemic mixture of its active (R;R)- and inactive (S;S)-enantiomers.[A189528] A major clinical advantage of formoterol over other inhaled beta-agonists is its rapid onset of action (2-3 minutes), which is at least as fast as [salbutamol], combined with a long duration of action (12 hours) - for this reason, treatment guidelines for asthma recommend its use as both a reliever and maintenance medication.[L11256] It is available as a single-entity product[L10986,L11223] and in several formulations in combination with both inhaled corticosteroids[L10995,L10619] and long-acting muscarinic antagonists.[L10992,L10989]","Formoterol is indicated in various formulations for the treatment of asthma and COPD. For the treatment of COPD, formoterol is available as a single-entity inhalation solution,[L10986] in combination with the long-acting muscarinic antagonists (LAMAs) [aclidinium][L10992] and [glycopyrronium],[L10989] and in combination with the corticosteroid [budesonide].[L10619] For the treatment of asthma, formoterol is available in combination with [mometasone furoate] for patients 5 years and older[L10995] and with budesonide for patients 6 years and older.[L10619] Formoterol may also be used on an as-needed basis for prophylaxis against exercise-induced bronchospasm.[L10998]",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,DB00983
R03AL09,R03AL,"formoterol, glycopyrronium bromide and beclometasone",5.0,"Glycopyrronium (as the bromide salt glycopyrrolate) is a synthetic anticholinergic agent with a quaternary ammonium structure. A muscarinic competitive antagonist used as an antispasmodic, in some disorders of the gastrointestinal tract, and to reduce salivation with some anesthetics. In October 2015, glycopyrrolate was approved by the FDA for use as a standalone treatment for Chronic obstructive pulmonary disease (COPD), as Seebri Neohaler.","For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986
R03AL10,R03AL,formoterol and tiotropium bromide,5.0,"Formoterol is an inhaled beta<sub>2</sub>-agonist used in the management of COPD and asthma that was first approved for use in the United States in 2001.[L10986] It acts on bronchial smooth muscle to dilate and relax airways, and is administered as a racemic mixture of its active (R;R)- and inactive (S;S)-enantiomers.[A189528] A major clinical advantage of formoterol over other inhaled beta-agonists is its rapid onset of action (2-3 minutes), which is at least as fast as [salbutamol], combined with a long duration of action (12 hours) - for this reason, treatment guidelines for asthma recommend its use as both a reliever and maintenance medication.[L11256] It is available as a single-entity product[L10986,L11223] and in several formulations in combination with both inhaled corticosteroids[L10995,L10619] and long-acting muscarinic antagonists.[L10992,L10989]","Formoterol is indicated in various formulations for the treatment of asthma and COPD. For the treatment of COPD, formoterol is available as a single-entity inhalation solution,[L10986] in combination with the long-acting muscarinic antagonists (LAMAs) [aclidinium][L10992] and [glycopyrronium],[L10989] and in combination with the corticosteroid [budesonide].[L10619] For the treatment of asthma, formoterol is available in combination with [mometasone furoate] for patients 5 years and older[L10995] and with budesonide for patients 6 years and older.[L10619] Formoterol may also be used on an as-needed basis for prophylaxis against exercise-induced bronchospasm.[L10998]",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,DB00983
R03AL10,R03AL,formoterol and tiotropium bromide,5.0,"Tiotropium is a long-acting, antimuscarinic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma.[A180163,L7084,L7087,L7090,L7093] Tiotropium acts mainly on M3 muscarinic receptors located in the airways to produce smooth muscle relaxation and bronchodilation.[A180163,L7084,L7087,L7090,L7093]

Tiotropium is more specific for the subset of muscarinic receptors commonly found in the lungs than [ipratropium].[A180163]

Tiotropium was granted FDA approval on 30 January 2004.[L7084]","Tiotropium powder for inhalation is indicated for the maintenance of bronchospasm in COPD and to prevent exacerbations of COPD.[L7084] A combination tiotropium and [olodaterol] metered inhalation spray is indicated for maintenance of COPD.[L7087] A tiotropium inhalation spray is indicated for the maintenance of bronchospasm in COPD, to prevent exacerbations of COPD, and to treat asthma in patients 12 or more years old.[L7090] A tiotropium metered inhalation spray is indicated for the maintenance of bronchospasm in COPD, to prevent exacerbations of COPD, and to treat asthma in patients 6 or more years old.[L7093]",[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,DB01409
R03AL11,R03AL,"formoterol, glycopyrronium bromide and budesonide",5.0,"Formoterol is an inhaled beta<sub>2</sub>-agonist used in the management of COPD and asthma that was first approved for use in the United States in 2001.[L10986] It acts on bronchial smooth muscle to dilate and relax airways, and is administered as a racemic mixture of its active (R;R)- and inactive (S;S)-enantiomers.[A189528] A major clinical advantage of formoterol over other inhaled beta-agonists is its rapid onset of action (2-3 minutes), which is at least as fast as [salbutamol], combined with a long duration of action (12 hours) - for this reason, treatment guidelines for asthma recommend its use as both a reliever and maintenance medication.[L11256] It is available as a single-entity product[L10986,L11223] and in several formulations in combination with both inhaled corticosteroids[L10995,L10619] and long-acting muscarinic antagonists.[L10992,L10989]","Formoterol is indicated in various formulations for the treatment of asthma and COPD. For the treatment of COPD, formoterol is available as a single-entity inhalation solution,[L10986] in combination with the long-acting muscarinic antagonists (LAMAs) [aclidinium][L10992] and [glycopyrronium],[L10989] and in combination with the corticosteroid [budesonide].[L10619] For the treatment of asthma, formoterol is available in combination with [mometasone furoate] for patients 5 years and older[L10995] and with budesonide for patients 6 years and older.[L10619] Formoterol may also be used on an as-needed basis for prophylaxis against exercise-induced bronchospasm.[L10998]",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,DB00983
R03AL11,R03AL,"formoterol, glycopyrronium bromide and budesonide",5.0,"Glycopyrronium (as the bromide salt glycopyrrolate) is a synthetic anticholinergic agent with a quaternary ammonium structure. A muscarinic competitive antagonist used as an antispasmodic, in some disorders of the gastrointestinal tract, and to reduce salivation with some anesthetics. In October 2015, glycopyrrolate was approved by the FDA for use as a standalone treatment for Chronic obstructive pulmonary disease (COPD), as Seebri Neohaler.","For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986
R03AL11,R03AL,"formoterol, glycopyrronium bromide and budesonide",5.0,"Budesonide is a glucocorticoid that is a mix of the 22R and 22S epimer used to treat inflammatory conditions of the lungs and intestines such as asthma, COPD, Crohn's disease, and ulcerative colitis.[A188529,A188532]

Budesonide was granted FDA approval on 14 February 1994.[L10598]","Budesonide extended release capsules are indicated for the treatment and maintenance of mild to moderate Crohn’s disease.[L10601,L10604] Various inhaled budesonide products are indicated for prophylactic therapy in asthma[L10607,L10613,L10619] and reducing exacerbations of COPD.[L10619] A budesonide nasal spray is available over the counter for symptoms of hay fever and upper respiratory allergies.[L10616] Extended release capsules are indicated to induce remission of mild to moderate ulcerative colitis[L10622] and a rectal foam is used for mild to moderate distal ulcerative colitis.[L10625]",[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01222
R03AL12,R03AL,"indacaterol, glycopyrronium bromide and mometasone",5.0,"Mometasone is a corticosteroid not currently used in medical products. [Mometasone furoate] however, is still in use.",The inhaler is indicated for the maintenance treatment of asthma as prophylactic therapy. The nasal spray is indicated for the treatment of the nasal symptoms of seasonal allergic and perennial allergic rhinitis.,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00764
R03AL12,R03AL,"indacaterol, glycopyrronium bromide and mometasone",5.0,"Glycopyrronium (as the bromide salt glycopyrrolate) is a synthetic anticholinergic agent with a quaternary ammonium structure. A muscarinic competitive antagonist used as an antispasmodic, in some disorders of the gastrointestinal tract, and to reduce salivation with some anesthetics. In October 2015, glycopyrrolate was approved by the FDA for use as a standalone treatment for Chronic obstructive pulmonary disease (COPD), as Seebri Neohaler.","For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986
R03AL12,R03AL,"indacaterol, glycopyrronium bromide and mometasone",5.0,"Indacaterol is a novel, ultra-long-acting, rapid onset β(2)-adrenoceptor agonist developed for Novartis for the once-daily management of asthma and chronic obstructive pulmonary disease. It was approved by the European Medicines Agency (EMA) on 30 November 2009 and by the FDA on 1 July 2011. It is marketed in Europe as Onbrez and in America as Arcapta Neohaler. Indacaterol is provided as its maleate salt form. Indacaterol is also a chiral molecule but only the pure R-enantiomer is dispensed.","For the long term, once-daily-dosing maintenance of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.
",CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,DB05039
R03BA01,R03BA,beclometasone,5.0,"Beclomethasone dipropionate is a second-generation synthetic corticosteroid agent [A179842] and a diester of beclomethasone, which is structurally similar to [dexamethasone].[L6871] It is a prodrug of an active metabolite beclomethasone 17-monopropionate (17-BMP)[A179839] which acts on the glucocorticoid receptor to mediates its therapeutic action. Beclomethasone dipropionate itself posesses weak glucocorticoid receptor binding affinity and is rapidly converted into 17-BMP upon administration.[A179839] Formulations for oral inhalation, intranasal, and topical use are available for beclomethasone dipropionate. Beclomethasone dipropionate became first available in a pressurized metered-dose inhaler in 1972 and later in a dry powder inhaler and an aqueous nasal spray.[A179839] Due to its anti-inflammatory, antipruritic, and anti-allergy properties, beclomethasone dipropionate is used in various inflammatory conditions, such as asthma, allergic rhinitis, and dermatoses to reduce symptoms. When inhaled, it is proposed that beclomethasone dipropionate remains active locally in the lung without causing significant side effects associated with systemic corticosteroids.[A180010] Compared to earlier corticosteroids such as [dexamethasone] and [prednisolone], beclomethasone dipropionate is reported to be less irritating to the nasal mucosa with a longer duration of action when administered intranasally.[A179848]","Indicated for oral inhalation use in the maintenance treatment of asthma as prophylactic therapy in patients 5 years of age and older. The aerosol form of beclomethasone diproprionate is not indicated for the relief of acute bronchospasm.[L6871]

Indicated for intranasal use to relieve the symptoms of seasonal or perennial allergic and nonallergic (vasomotor) rhinitis and prevent the recurrence of nasal polyps following surgical removal.[L6880]

Indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 13 years of age and older.[L10782] Corticosteroid-responsive dermatoses include psoriasis, contact dermatitis (dermatitis venenata), atopic dermatitis (infantile eczema, allergic dermatitis), neurodermatitis (lichen simplex chronicus, lichen planus, eczema, eczematous dermatitis), intertrigo, dyshidroses (pompholyx), seborrheic dermatitis, exfoliative dermatitis, solar dermatitis, stasis dermatitis, and anogenital and senile pruritus.[L6886]",[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00394
R03BA02,R03BA,budesonide,5.0,"Budesonide is a glucocorticoid that is a mix of the 22R and 22S epimer used to treat inflammatory conditions of the lungs and intestines such as asthma, COPD, Crohn's disease, and ulcerative colitis.[A188529,A188532]

Budesonide was granted FDA approval on 14 February 1994.[L10598]","Budesonide extended release capsules are indicated for the treatment and maintenance of mild to moderate Crohn’s disease.[L10601,L10604] Various inhaled budesonide products are indicated for prophylactic therapy in asthma[L10607,L10613,L10619] and reducing exacerbations of COPD.[L10619] A budesonide nasal spray is available over the counter for symptoms of hay fever and upper respiratory allergies.[L10616] Extended release capsules are indicated to induce remission of mild to moderate ulcerative colitis[L10622] and a rectal foam is used for mild to moderate distal ulcerative colitis.[L10625]",[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB01222
R03BA03,R03BA,flunisolide,5.0,"Flunisolide (marketed as AeroBid, Nasalide, Nasarel) is a corticosteroid with anti-inflammatory actions. It is often prescribed as treatment for allergic rhinitis and its principle mechanism of action involves activation of glucocorticoid receptors.",For the maintenance treatment of asthma as a prophylactic therapy.,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,DB00180
R03BA04,R03BA,betamethasone,5.0,"Betamethasone is a long-acting corticosteroid with immunosuppressive and antiinflammatory properties.[A192444] It can be used topically to manage inflammatory skin conditions such as eczema, and parenterally to manage several disease states including autoimmune disorders.[A192444] Betamethasone has potent glucocorticoid activity and negligible mineralocorticoid activity.[A192444]","As a member of the corticosteroid family, betamethasone is indicated for the treatment of several inflammatory conditions. As topical monotherapy, betamethasone is indicated to relieve pruritic and inflammatory symptoms of corticosteroid-responsive-dermatoses.[L11991,L10782,L11997] Betamethasone can be used topically in combination with a vitamin D analog such as calcipotriene to treat plaque psoriasis.[L12000] The corticosteroid is also available as an injectable suspension and can be used to manage a range of inflammatory conditions including endocrine disorders, gastrointestinal disorders, and rheumatic disorders among other conditions.[L11994]
",[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00443
R03BA05,R03BA,fluticasone,5.0,"Fluticasone is a synthetic glucocorticoid available as 2 esters, [DB08906] and [DB00588][F4355,F4358,F4361,F4364][FDA Label]. These drugs are available as inhalers, nasal, sprays, and topical treatments for various inflammatory indications[F4355,F4358,F4361,F4364][FDA Label]. [DB00588] was first approved in 1990[L5962] and [DB08906] was approved in 2007[L5965].","Fluticasone's 2 esters are indicated as inhalers for the treatment and management of asthma by prophylaxis[FDA Label][F4364]as well as inflammatory and pruritic dermatoses[F4355]. A [DB00588] nasal spray is indicated for managing nonallergic rhinitis[F4358] while the [DB08906] nasal spray is indicated for treating season and perennial allergic rhinitis[F4361,A177130].",[H][C@@]12C[C@@H](C)[C@](O)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,DB13867
